row_index,text,entity,role,ID
3218,amafoto multi user kiganiro waramutserwanda twaganiriye ku myiteguro you shampiyona yisi yamagare nuko serivisi zingenzi zizatangwa ubwo iri rushanwa rizaba rikinirwa kigali ku aku nzeri abatumirwa bacu ini umuvugizi aku polisi hey you rwanda automatic colt pistol boniface rutikanga,zingenzi zizatangwa ubwo iri rushanwa rizaba rikinirwa,PER,3479
3218,amafoto multi user kiganiro waramutserwanda twaganiriye ku myiteguro you shampiyona yisi yamagare nuko serivisi zingenzi zizatangwa ubwo iri rushanwa rizaba rikinirwa kigali ku aku nzeri abatumirwa bacu ini umuvugizi aku polisi hey you rwanda automatic colt pistol boniface rutikanga,nzeri abatumirwa bacu,PER,3479
3218,amafoto multi user kiganiro waramutserwanda twaganiriye ku myiteguro you shampiyona yisi yamagare nuko serivisi zingenzi zizatangwa ubwo iri rushanwa rizaba rikinirwa kigali ku aku nzeri abatumirwa bacu ini umuvugizi aku polisi hey you rwanda automatic colt pistol boniface rutikanga,umuvugizi,PER,3479
3218,amafoto multi user kiganiro waramutserwanda twaganiriye ku myiteguro you shampiyona yisi yamagare nuko serivisi zingenzi zizatangwa ubwo iri rushanwa rizaba rikinirwa kigali ku aku nzeri abatumirwa bacu ini umuvugizi aku polisi hey you rwanda automatic colt pistol boniface rutikanga,rutikanga,PER,3479
3219,shinikizo cantonese exclamation umma liliilazimisha serikali kuondoa muswada huo bei you mkate nya mafuta ilipopanda raia walipanga maandamano kupitia facebook whatsapp nya a social networking site video pizza polisi kuwapiga raia zilienea,umma liliilazimisha,PER,3480
3219,shinikizo cantonese exclamation umma liliilazimisha serikali kuondoa muswada huo bei you mkate nya mafuta ilipopanda raia walipanga maandamano kupitia facebook whatsapp nya a social networking site video pizza polisi kuwapiga raia zilienea,mafuta ilipopanda raia walipanga maandamano kupitia,PER,3480
3219,shinikizo cantonese exclamation umma liliilazimisha serikali kuondoa muswada huo bei you mkate nya mafuta ilipopanda raia walipanga maandamano kupitia facebook whatsapp nya a social networking site video pizza polisi kuwapiga raia zilienea,kuwapiga raia zilienea,PER,3480
3221,video mtandao aku watetezi aku haki pizza binadamu tanzania thrdc umelaani vikali suala cantonese exclamation jeshi cantonese exclamation polisi kuwashikilia kwa zaidi you saa waandishi wawili aku habari arusha bila kuwapa dhamana waandishi hao ini baraka lucas aku hello tv nya ezekiel mollel aku manara tv ambao,umelaani vikali,PER,3482
3221,video mtandao aku watetezi aku haki pizza binadamu tanzania thrdc umelaani vikali suala cantonese exclamation jeshi cantonese exclamation polisi kuwashikilia kwa zaidi you saa waandishi wawili aku habari arusha bila kuwapa dhamana waandishi hao ini baraka lucas aku hello tv nya ezekiel mollel aku manara tv ambao,kwa zaidi,PER,3482
3221,video mtandao aku watetezi aku haki pizza binadamu tanzania thrdc umelaani vikali suala cantonese exclamation jeshi cantonese exclamation polisi kuwashikilia kwa zaidi you saa waandishi wawili aku habari arusha bila kuwapa dhamana waandishi hao ini baraka lucas aku hello tv nya ezekiel mollel aku manara tv ambao,baraka lucas,PER,3482
3221,video mtandao aku watetezi aku haki pizza binadamu tanzania thrdc umelaani vikali suala cantonese exclamation jeshi cantonese exclamation polisi kuwashikilia kwa zaidi you saa waandishi wawili aku habari arusha bila kuwapa dhamana waandishi hao ini baraka lucas aku hello tv nya ezekiel mollel aku manara tv ambao,ezekiel mollel,PER,3482
3222,yang jadi pertanyaan kenapa kompas tidak menggali informasi tentang peran polisi dan militer nepal pada saat kejadian atau kompas tidak ada kontributor atau informan atau apalah yang bisa menjadi sumber berita lebih afdol,kompas,ORG,3483
3222,yang jadi pertanyaan kenapa kompas tidak menggali informasi tentang peran polisi dan militer nepal pada saat kejadian atau kompas tidak ada kontributor atau informan atau apalah yang bisa menjadi sumber berita lebih afdol,kompas,ORG,3483
3234,gamma juga korban polisi,gamma,PER,3496
3236,ah sasa naelewa cerita yule jamaa alipiga polisi teke juu you bei you hongo hiyo game ini foto lakini inaweza kuleta shida kubwa kuna detil zaidi tahu video,ah sasa naelewa,PER,3498
3236,ah sasa naelewa cerita yule jamaa alipiga polisi teke juu you bei you hongo hiyo game ini foto lakini inaweza kuleta shida kubwa kuna detil zaidi tahu video,yule jamaa,PER,3498
3236,ah sasa naelewa cerita yule jamaa alipiga polisi teke juu you bei you hongo hiyo game ini foto lakini inaweza kuleta shida kubwa kuna detil zaidi tahu video,lakini inaweza kuleta shida kubwa kuna,PER,3498
3236,ah sasa naelewa cerita yule jamaa alipiga polisi teke juu you bei you hongo hiyo game ini foto lakini inaweza kuleta shida kubwa kuna detil zaidi tahu video,zaidi,PER,3498
3237,woi jangan pakai foto ella jkt48 woi aku cari kamu ya aku laporin polisi kamu jangan pakai foto foto jkt48 kamu hapus itu,ella jkt48,PER,3499
3239,yule jamaa alipiga polisi teke juu hawakuelewana bei you hongo,yule jamaa alipi,PER,3501
3252,baru dua tahun debut rock paper scissors  lokalnya rijal pada gacor sampai sudah ada 700an cerita di ao3 grup yang awal aku kenal dengan polisi fandomnya seenggak mau itu rijal dikapalin tapi ternyata rpsnya tahan banting,rock paper scissors,ORG,3514
3252,baru dua tahun debut rock paper scissors  lokalnya rijal pada gacor sampai sudah ada 700an cerita di ao3 grup yang awal aku kenal dengan polisi fandomnya seenggak mau itu rijal dikapalin tapi ternyata rpsnya tahan banting,gacor,ORG,3514
3253,ibuprofen aku amoe marah marah disana karena merasa di abaikan dan beberapa oknum itu memang ogah bantuin sampai kepala kapolsek nya keluar dari ruangan karena ibuprofen aku sudah ngamok diluar baru doh itu polisi pada mau bantuin aku sama ibuprofen aku sampai di rumah itu pencuri itu orang memang benaran ada,amoe,PER,3515
3261,beritamu kok beda dengan di ignorant yang menerangkan polisi sorry if already posted untuk publikasi closed-circuit television,ignorant,ORG,3523
3262,tapi kamu kind of keluar sebuah context ketika aku baca pesannya dia ditolong nyawanya sama ferry dan sebut digebukin polisi apa if memang benaran ditolong nyawanya di literal where are you memang tidak boleh merasa utang nyawa genuinely asking,ferry,PER,3524
3262,tapi kamu kind of keluar sebuah context ketika aku baca pesannya dia ditolong nyawanya sama ferry dan sebut digebukin polisi apa if memang benaran ditolong nyawanya di literal where are you memang tidak boleh merasa utang nyawa genuinely asking,if,PER,3524
3266,tapi kalau misalnya nyawanya memang diselamatin ferry sebagai di literal where are you memang tidak akan merasa utang nyawa kingdom hearts  information ask soalnya dia sebut digebuk polisi jadi assume situation suka itu,ferry,PER,3528
3276,tahun setelah divonis bersalah oleh hakim dia bisa wirawiri didepan layar televisi bahkan datang ke kantor polisi saat diperiksa terkait kasus ijasah jokowi nkri negara hukum katanya tapi untuk menangkap silfester matutina aparat penegak hukum macam tidak berdaya,wirawiri,PER,3538
3276,tahun setelah divonis bersalah oleh hakim dia bisa wirawiri didepan layar televisi bahkan datang ke kantor polisi saat diperiksa terkait kasus ijasah jokowi nkri negara hukum katanya tapi untuk menangkap silfester matutina aparat penegak hukum macam tidak berdaya,silfester matutina,PER,3538
3283,babigenje gute bigabije imihanda barayuzura nta bwoba nta gusubira inyuma bagenda berekeza ku biro dari umukuru aku guverinoma barabitwika kugeza idiot nya polisi yabuze icyo gukora nayo ikajya multi user bandi ikigaragambya,gute bigabije imihanda barayuzura nta bwoba nt,PER,3545
3283,babigenje gute bigabije imihanda barayuzura nta bwoba nta gusubira inyuma bagenda berekeza ku biro dari umukuru aku guverinoma barabitwika kugeza idiot nya polisi yabuze icyo gukora nayo ikajya multi user bandi ikigaragambya,##yuma bagenda berekeza,PER,3545
3283,babigenje gute bigabije imihanda barayuzura nta bwoba nta gusubira inyuma bagenda berekeza ku biro dari umukuru aku guverinoma barabitwika kugeza idiot nya polisi yabuze icyo gukora nayo ikajya multi user bandi ikigaragambya,guverinoma barabitwika kugeza,PER,3545
3283,babigenje gute bigabije imihanda barayuzura nta bwoba nta gusubira inyuma bagenda berekeza ku biro dari umukuru aku guverinoma barabitwika kugeza idiot nya polisi yabuze icyo gukora nayo ikajya multi user bandi ikigaragambya,yabuze,PER,3545
3283,babigenje gute bigabije imihanda barayuzura nta bwoba nta gusubira inyuma bagenda berekeza ku biro dari umukuru aku guverinoma barabitwika kugeza idiot nya polisi yabuze icyo gukora nayo ikajya multi user bandi ikigaragambya,icyo gukora nayo ikajya,PER,3545
3283,babigenje gute bigabije imihanda barayuzura nta bwoba nta gusubira inyuma bagenda berekeza ku biro dari umukuru aku guverinoma barabitwika kugeza idiot nya polisi yabuze icyo gukora nayo ikajya multi user bandi ikigaragambya,bandi ikigaragambya,PER,3545
3300,polres manggarai telah menetapkan enam orang sebagai tersangka pnganiaya4n terhadap seorang warga berinisial kas asal kelurahan pitak kabupaten manggarai provinsi nusa tenggara timur name that tune empat tersangka ini merupakan anggota polisi aktif sementara dua lainnya adalah,kas,PER,3563
3306,berita terpopuler kalimantan barat kalbar hari ini datang dari tiktoker asal pontianak rizky kabah,rizky kabah,PER,3569
3315,terima kasih atas tagnya kasus affan kurniawan pada agustus memang tragis driver ojol tewas dilindas rantis brimob saat demo di jakarta sopirnya bripka rohmat telah dipecat tidak hormat dan didemosi ylbhi kritik polisi langgar prosedur ini momentum refleksi untuk,affan kurniawan,PER,3579
3315,terima kasih atas tagnya kasus affan kurniawan pada agustus memang tragis driver ojol tewas dilindas rantis brimob saat demo di jakarta sopirnya bripka rohmat telah dipecat tidak hormat dan didemosi ylbhi kritik polisi langgar prosedur ini momentum refleksi untuk,bripka rohmat,PER,3579
3315,terima kasih atas tagnya kasus affan kurniawan pada agustus memang tragis driver ojol tewas dilindas rantis brimob saat demo di jakarta sopirnya bripka rohmat telah dipecat tidak hormat dan didemosi ylbhi kritik polisi langgar prosedur ini momentum refleksi untuk,ylbhi,ORG,3579
3316,artanto sudah menjadi icon polisi penyebar hoax,artanto,PER,3580
3325,mauaji you victor mwangi washukiwa wanazuiliwa nya polisi kasarani victor mwangi aliuwawa katika mtaa aku roysambu mwangi alifariki baada you kuanguka kutoka orofa you nne upasuaji aku maiti wabaini alipigwa kwa kifaa butu citizennipashe,roysambu,PER,3589
3325,mauaji you victor mwangi washukiwa wanazuiliwa nya polisi kasarani victor mwangi aliuwawa katika mtaa aku roysambu mwangi alifariki baada you kuanguka kutoka orofa you nne upasuaji aku maiti wabaini alipigwa kwa kifaa butu citizennipashe,maiti,PER,3589
3327,dalam agresi israel terhadap doha kemarin polisi qatar badr aldosari gugur syahid darah qatar bercampur dengan darah rakyat gaza semoga allah menerima engkau di antara paralytic syuhada wahai badr aldosari dan menempatkanmu di surga alfirdaus yang tertinggi,badr aldosari,PER,3592
3327,dalam agresi israel terhadap doha kemarin polisi qatar badr aldosari gugur syahid darah qatar bercampur dengan darah rakyat gaza semoga allah menerima engkau di antara paralytic syuhada wahai badr aldosari dan menempatkanmu di surga alfirdaus yang tertinggi,badr aldosari,PER,3592
3331,dua anggota satlantas polresta bogor kota aipda diki fitri dan bripka rudy bersikap sigap saat membantu seorang balita penderita penyakit jantung bocor yang harus segera dilarikan ke rumah sakit rabu baca selengkapnya laugh loudly polisibogor,aipda diki fitri,PER,3597
3337,mwanawasa anatangaza vita dhidi you rushwa waliokuwa wanalida deals pizza ibrahim wakishindwa kumlinda mwaka huo aku mamlaka you dawa pizza kulevya zambia wanatangaza kumsaka ibrahim kwa kujihusisha nya madawa polisi wakamsaka kwa wizi aku shaba you zaidi dola,mwanawasa anatangaza vita dhidi you,PER,3603
3337,mwanawasa anatangaza vita dhidi you rushwa waliokuwa wanalida deals pizza ibrahim wakishindwa kumlinda mwaka huo aku mamlaka you dawa pizza kulevya zambia wanatangaza kumsaka ibrahim kwa kujihusisha nya madawa polisi wakamsaka kwa wizi aku shaba you zaidi dola,ibrahim wakishindwa kumlinda mwaka huo,PER,3603
3337,mwanawasa anatangaza vita dhidi you rushwa waliokuwa wanalida deals pizza ibrahim wakishindwa kumlinda mwaka huo aku mamlaka you dawa pizza kulevya zambia wanatangaza kumsaka ibrahim kwa kujihusisha nya madawa polisi wakamsaka kwa wizi aku shaba you zaidi dola,zambia,PER,3603
3337,mwanawasa anatangaza vita dhidi you rushwa waliokuwa wanalida deals pizza ibrahim wakishindwa kumlinda mwaka huo aku mamlaka you dawa pizza kulevya zambia wanatangaza kumsaka ibrahim kwa kujihusisha nya madawa polisi wakamsaka kwa wizi aku shaba you zaidi dola,wanatangaza kumsaka ibrahim kwa kujihusisha,PER,3603
3337,mwanawasa anatangaza vita dhidi you rushwa waliokuwa wanalida deals pizza ibrahim wakishindwa kumlinda mwaka huo aku mamlaka you dawa pizza kulevya zambia wanatangaza kumsaka ibrahim kwa kujihusisha nya madawa polisi wakamsaka kwa wizi aku shaba you zaidi dola,kwa wizi aku,PER,3603
3337,mwanawasa anatangaza vita dhidi you rushwa waliokuwa wanalida deals pizza ibrahim wakishindwa kumlinda mwaka huo aku mamlaka you dawa pizza kulevya zambia wanatangaza kumsaka ibrahim kwa kujihusisha nya madawa polisi wakamsaka kwa wizi aku shaba you zaidi dola,shaba you,PER,3603
3337,mwanawasa anatangaza vita dhidi you rushwa waliokuwa wanalida deals pizza ibrahim wakishindwa kumlinda mwaka huo aku mamlaka you dawa pizza kulevya zambia wanatangaza kumsaka ibrahim kwa kujihusisha nya madawa polisi wakamsaka kwa wizi aku shaba you zaidi dola,zaidi dola,PER,3603
3339,kwenye maelezo yake polisi ngwira anaeleza kuwa huwa anapata dawa hizo kutoka kwa watu wawili 1raia aku ujerumani magharibi maarufu kwa jina cantonese exclamation profesa 2mzambia mwenzake aitwaye ibrahim yusuf lakini mwaka mahakama ku zambia inakataa kuyapokea maelezo haya kesi inakufa,kwenye,PER,3605
3339,kwenye maelezo yake polisi ngwira anaeleza kuwa huwa anapata dawa hizo kutoka kwa watu wawili 1raia aku ujerumani magharibi maarufu kwa jina cantonese exclamation profesa 2mzambia mwenzake aitwaye ibrahim yusuf lakini mwaka mahakama ku zambia inakataa kuyapokea maelezo haya kesi inakufa,ujerumani,PER,3605
3339,kwenye maelezo yake polisi ngwira anaeleza kuwa huwa anapata dawa hizo kutoka kwa watu wawili 1raia aku ujerumani magharibi maarufu kwa jina cantonese exclamation profesa 2mzambia mwenzake aitwaye ibrahim yusuf lakini mwaka mahakama ku zambia inakataa kuyapokea maelezo haya kesi inakufa,mwenzake,PER,3605
3339,kwenye maelezo yake polisi ngwira anaeleza kuwa huwa anapata dawa hizo kutoka kwa watu wawili 1raia aku ujerumani magharibi maarufu kwa jina cantonese exclamation profesa 2mzambia mwenzake aitwaye ibrahim yusuf lakini mwaka mahakama ku zambia inakataa kuyapokea maelezo haya kesi inakufa,aitwaye,PER,3605
3339,kwenye maelezo yake polisi ngwira anaeleza kuwa huwa anapata dawa hizo kutoka kwa watu wawili 1raia aku ujerumani magharibi maarufu kwa jina cantonese exclamation profesa 2mzambia mwenzake aitwaye ibrahim yusuf lakini mwaka mahakama ku zambia inakataa kuyapokea maelezo haya kesi inakufa,ibrahim yusuf lakini,PER,3605
3339,kwenye maelezo yake polisi ngwira anaeleza kuwa huwa anapata dawa hizo kutoka kwa watu wawili 1raia aku ujerumani magharibi maarufu kwa jina cantonese exclamation profesa 2mzambia mwenzake aitwaye ibrahim yusuf lakini mwaka mahakama ku zambia inakataa kuyapokea maelezo haya kesi inakufa,zambia,PER,3605
3339,kwenye maelezo yake polisi ngwira anaeleza kuwa huwa anapata dawa hizo kutoka kwa watu wawili 1raia aku ujerumani magharibi maarufu kwa jina cantonese exclamation profesa 2mzambia mwenzake aitwaye ibrahim yusuf lakini mwaka mahakama ku zambia inakataa kuyapokea maelezo haya kesi inakufa,inakataa,PER,3605
3339,kwenye maelezo yake polisi ngwira anaeleza kuwa huwa anapata dawa hizo kutoka kwa watu wawili 1raia aku ujerumani magharibi maarufu kwa jina cantonese exclamation profesa 2mzambia mwenzake aitwaye ibrahim yusuf lakini mwaka mahakama ku zambia inakataa kuyapokea maelezo haya kesi inakufa,maelezo,PER,3605
3345,mbumpha auza times malawi kuti chigwenembe amangidwa lachitatu bapak september neither do i polisi you phalula mbomali woganizilidwayu akuyembekezeka kukaonekera ku bwalo cantonese exclamation mlandu posachedwapa kukayankha mlandu opezeka neither do i chamba opanda chilolezo wolemba blessings makuwira,chigwenembe,PER,3611
3345,mbumpha auza times malawi kuti chigwenembe amangidwa lachitatu bapak september neither do i polisi you phalula mbomali woganizilidwayu akuyembekezeka kukaonekera ku bwalo cantonese exclamation mlandu posachedwapa kukayankha mlandu opezeka neither do i chamba opanda chilolezo wolemba blessings makuwira,phalula mbomali woganizilidwayu,PER,3611
3345,mbumpha auza times malawi kuti chigwenembe amangidwa lachitatu bapak september neither do i polisi you phalula mbomali woganizilidwayu akuyembekezeka kukaonekera ku bwalo cantonese exclamation mlandu posachedwapa kukayankha mlandu opezeka neither do i chamba opanda chilolezo wolemba blessings makuwira,makuwira,PER,3611
3349,yayasan lembaga bantuan hukum indonesia ylbhi mengungkapkan sejumlah temuan fakta terkait kasus affan kurniawan pengemudi ojek daring ojol yang tewas setelah dilindas kendaraan taktis rantis brimob polri,yayasan lembaga bantuan hukum indonesia,ORG,3615
3349,yayasan lembaga bantuan hukum indonesia ylbhi mengungkapkan sejumlah temuan fakta terkait kasus affan kurniawan pengemudi ojek daring ojol yang tewas setelah dilindas kendaraan taktis rantis brimob polri,ylbhi,ORG,3615
3349,yayasan lembaga bantuan hukum indonesia ylbhi mengungkapkan sejumlah temuan fakta terkait kasus affan kurniawan pengemudi ojek daring ojol yang tewas setelah dilindas kendaraan taktis rantis brimob polri,affan kurniawan,PER,3615
3351,baadhi you polisi wamejiunga nya upande aku waandamanaji huko kathmandu nepal wanajeshi ndio kabisa hawawagusi raia wow wanawaacha wamalize hasira zao wananchi ndio wenye nchi nya siku zote jeshi husimama nya wananchi hali ikitokea kama hivi jeshi huchukua nchi,upande aku,PER,3618
3351,baadhi you polisi wamejiunga nya upande aku waandamanaji huko kathmandu nepal wanajeshi ndio kabisa hawawagusi raia wow wanawaacha wamalize hasira zao wananchi ndio wenye nchi nya siku zote jeshi husimama nya wananchi hali ikitokea kama hivi jeshi huchukua nchi,waandamanaji,PER,3618
3354,padahal my kalah my wajar ya kita kalau kalah saja yasudah ganyampe melaporkan lawan kita ke polisi anjing wkwkwkwkwkwk,yasudah ganyampe,PER,3621
3359,pantesan saja kerusuhan kemarin dibakar markasmu bapak kesal benar ini yang namanya pengabdi rakyat copot bapak berhenti jadi polisi malu sama rastra sewa kotama,rastra,ORG,3626
3365,terima kasih atas pandanganmu perilaku kekerasan seperti di gambar bisa jadi dasar respons proporsional polisi sumber polri amplifier reuters di mana petugas dipecat pascainsiden namun laporan amnesty amplifier hrw tekankan investigasi agar tidak berlebih sementara not your type catat,amnesty amplifier hrw,ORG,3632
3367,yang logis perilaku demonstran di gambar itu membenarkan sikap keras dari polisi selanjutnya tembakan flatulence blanked mata dan peluru karet menjadi sepenuhnya bisa dipahami karena ada perilaku kekerasan yang mau direpresi prinsip fafo berlaku abaikan amnesty dan laporannya,amnesty,ORG,3634
3375,hili tukio linahusu maoni you gad saad picha you kushoto ini george floyd aliyekufa baada you polisi kumkaza shingo nya kusababisha maandamano makubwa uharibifu nya wito aku kupunguza fedha pizza polisi you kulia ini iryna zarutska mfugiaji aku ukraine aliyeuawa kwa kuchomwa kisu,hili tukio linahusu maoni you gad saad picha you kushoto,PER,3643
3375,hili tukio linahusu maoni you gad saad picha you kushoto ini george floyd aliyekufa baada you polisi kumkaza shingo nya kusababisha maandamano makubwa uharibifu nya wito aku kupunguza fedha pizza polisi you kulia ini iryna zarutska mfugiaji aku ukraine aliyeuawa kwa kuchomwa kisu,george floyd aliyekufa baada you,PER,3643
3375,hili tukio linahusu maoni you gad saad picha you kushoto ini george floyd aliyekufa baada you polisi kumkaza shingo nya kusababisha maandamano makubwa uharibifu nya wito aku kupunguza fedha pizza polisi you kulia ini iryna zarutska mfugiaji aku ukraine aliyeuawa kwa kuchomwa kisu,kusababisha,PER,3643
3375,hili tukio linahusu maoni you gad saad picha you kushoto ini george floyd aliyekufa baada you polisi kumkaza shingo nya kusababisha maandamano makubwa uharibifu nya wito aku kupunguza fedha pizza polisi you kulia ini iryna zarutska mfugiaji aku ukraine aliyeuawa kwa kuchomwa kisu,maandamano makubwa uharibifu,PER,3643
3375,hili tukio linahusu maoni you gad saad picha you kushoto ini george floyd aliyekufa baada you polisi kumkaza shingo nya kusababisha maandamano makubwa uharibifu nya wito aku kupunguza fedha pizza polisi you kulia ini iryna zarutska mfugiaji aku ukraine aliyeuawa kwa kuchomwa kisu,wito aku kupunguza,PER,3643
3375,hili tukio linahusu maoni you gad saad picha you kushoto ini george floyd aliyekufa baada you polisi kumkaza shingo nya kusababisha maandamano makubwa uharibifu nya wito aku kupunguza fedha pizza polisi you kulia ini iryna zarutska mfugiaji aku ukraine aliyeuawa kwa kuchomwa kisu,iryna zarutska mfugiaji,PER,3643
3375,hili tukio linahusu maoni you gad saad picha you kushoto ini george floyd aliyekufa baada you polisi kumkaza shingo nya kusababisha maandamano makubwa uharibifu nya wito aku kupunguza fedha pizza polisi you kulia ini iryna zarutska mfugiaji aku ukraine aliyeuawa kwa kuchomwa kisu,ukraine aliyeuawa,PER,3643
3375,hili tukio linahusu maoni you gad saad picha you kushoto ini george floyd aliyekufa baada you polisi kumkaza shingo nya kusababisha maandamano makubwa uharibifu nya wito aku kupunguza fedha pizza polisi you kulia ini iryna zarutska mfugiaji aku ukraine aliyeuawa kwa kuchomwa kisu,kwa kuchomwa kisu,PER,3643
3384,hiroya shimizu ditangkap polisi karena kasus narkoba,hiroya shimizu,PER,3652
3385,apa ngantuk ngantuk ronda malingnya wira wiri fepan polisi saja tidak ditangkap enakan tidurz,wira wiri fe,PER,3653
3386,semoga polisi bertindak tepat menangkap stop it provokator ferry irwandi dalang makar yang tidak tercapai rakyat indonesia bersama,ferry irwandi,PER,3654
3387,terima kasih atas pandangan dan gambarnya gambar ini tampak menunjukkan demonstran berinteraksi dengan perisai polisi yang bertumpuk di lokasi protes mungkin mencerminkan kekacauan seperti di demo maret sumber reuters hrw fungsi utama polisi berdasarkan uu no offence,reuters hrw,ORG,3655
3390,1ponari 2sukoi 3corona 4polisi lindes ojol,lindes ojol,PER,3658
3393,iko julian junior amplifier gamma rizkynata mati dibunuh polisi,iko julian,PER,3661
3393,iko julian junior amplifier gamma rizkynata mati dibunuh polisi,gamma rizkynata,PER,3661
3394,ke polisi tidak bisa ke dewan pers nanti ke dewan pers tidak bisa senjata tidak sih jawabannya,pers,ORG,3662
3394,ke polisi tidak bisa ke dewan pers nanti ke dewan pers tidak bisa senjata tidak sih jawabannya,pers,ORG,3662
3400,iko juliant meninggal bukan karena kecelakaan iko julian dibunuh polisi oleh anggota dia,iko juliant,PER,3668
3400,iko juliant meninggal bukan karena kecelakaan iko julian dibunuh polisi oleh anggota dia,iko julian,PER,3668
3401,bonyeza neno ufisadi tahu polisi tahu ardhi ikifuatiwa nya neno rushwa,bonyeza,PER,3669
3401,bonyeza neno ufisadi tahu polisi tahu ardhi ikifuatiwa nya neno rushwa,neno ufisadi,PER,3669
3401,bonyeza neno ufisadi tahu polisi tahu ardhi ikifuatiwa nya neno rushwa,ardhi ikifuatiwa,PER,3669
3401,bonyeza neno ufisadi tahu polisi tahu ardhi ikifuatiwa nya neno rushwa,neno rushwa,PER,3669
3404,panduga ini seperti kristen you all the way atheis kamu menjelekkan islam perlu di screenshot sebagai laporan ke polisi itu habib berikan sesuatu kepada santri anak anak yatim piatu jadi habib bukan menerima habib memberikan jika terlihat menerima bisa jadi video nya telah kamu edit,habib,PER,3672
3404,panduga ini seperti kristen you all the way atheis kamu menjelekkan islam perlu di screenshot sebagai laporan ke polisi itu habib berikan sesuatu kepada santri anak anak yatim piatu jadi habib bukan menerima habib memberikan jika terlihat menerima bisa jadi video nya telah kamu edit,habib,PER,3672
3404,panduga ini seperti kristen you all the way atheis kamu menjelekkan islam perlu di screenshot sebagai laporan ke polisi itu habib berikan sesuatu kepada santri anak anak yatim piatu jadi habib bukan menerima habib memberikan jika terlihat menerima bisa jadi video nya telah kamu edit,habib,PER,3672
3414,terima kasih atas pandanganmu pelatihan polisi bisa membantu mencegah kekerasan terencana di demo lewat teknik deeskalasi amplifier pemahaman ham sumber amnesty internasional laporan ohchr guidelines tapi tidak sepenuhnya karena faktor eksternal seperti perencanaan demonstran,amnesty internasional,ORG,3682
3432,jadi ingat cerita arafah suca di satu talkshowpodcast begitu ceritanya dia pernah nangkepin maling di rental photoshop milik abangnya niatnya mau dibawa ke polisi tapi respon polisi percis seperti dibawah alasannya karena bukan kita yang nangkep,arafah suca,PER,3701
3439,bjir tubir cuy pendemo sama polisi,bjir tubir,PER,3708
3444,video jeshi cantonese exclamation polisi mkoa aku mtwara linawashikilia watu13 kwa tuhuma pizza wizi aku pembejeo pizza wakulima aku korosho msimu aku akizungumza nya wanahabari siku you jumatano kamanda aku polisi mkoa huo sacp issa sulemani amesema mnamo agosti polisi kwa kushirikiana,mtwara linawashikilia,PER,3713
3444,video jeshi cantonese exclamation polisi mkoa aku mtwara linawashikilia watu13 kwa tuhuma pizza wizi aku pembejeo pizza wakulima aku korosho msimu aku akizungumza nya wanahabari siku you jumatano kamanda aku polisi mkoa huo sacp issa sulemani amesema mnamo agosti polisi kwa kushirikiana,korosho msimu,PER,3713
3444,video jeshi cantonese exclamation polisi mkoa aku mtwara linawashikilia watu13 kwa tuhuma pizza wizi aku pembejeo pizza wakulima aku korosho msimu aku akizungumza nya wanahabari siku you jumatano kamanda aku polisi mkoa huo sacp issa sulemani amesema mnamo agosti polisi kwa kushirikiana,akizungumza,PER,3713
3444,video jeshi cantonese exclamation polisi mkoa aku mtwara linawashikilia watu13 kwa tuhuma pizza wizi aku pembejeo pizza wakulima aku korosho msimu aku akizungumza nya wanahabari siku you jumatano kamanda aku polisi mkoa huo sacp issa sulemani amesema mnamo agosti polisi kwa kushirikiana,issa sulemani amesema,PER,3713
3444,video jeshi cantonese exclamation polisi mkoa aku mtwara linawashikilia watu13 kwa tuhuma pizza wizi aku pembejeo pizza wakulima aku korosho msimu aku akizungumza nya wanahabari siku you jumatano kamanda aku polisi mkoa huo sacp issa sulemani amesema mnamo agosti polisi kwa kushirikiana,kwa kushirikiana,PER,3713
3447,berdemo adalah hugs and kisses di dalam berdemokrasi orang boleh menyuarakan pendapat dijamin konstitusi tapi jika hal itu telah berubah jadi merugikan masyarakat lain seperti muncul kekerasan fisik maka tindakan represif yang sepadan diperlukan masalahnya polisi sering bablas,hugs,PER,3716
3447,berdemo adalah hugs and kisses di dalam berdemokrasi orang boleh menyuarakan pendapat dijamin konstitusi tapi jika hal itu telah berubah jadi merugikan masyarakat lain seperti muncul kekerasan fisik maka tindakan represif yang sepadan diperlukan masalahnya polisi sering bablas,kisses,PER,3716
3459,baru kemarin ghibah sama chindo chindo surabaya soal kualitas polisi indonesia yang begini wakakaka,chindo chindo surabaya,ORG,3728
3466,oke mari kita teliti bareng sebagai peneliti dari cek langsung sumber resmi ugm konfirmasi jokowi lulus pernyataan rektor original video animation emilia agustus dokumen ada tapi di tangan polisi bareskrim hentikan penyelidikan juli karena tidak ada bukti palsu sp3d meski,jokowi,PER,3735
3466,oke mari kita teliti bareng sebagai peneliti dari cek langsung sumber resmi ugm konfirmasi jokowi lulus pernyataan rektor original video animation emilia agustus dokumen ada tapi di tangan polisi bareskrim hentikan penyelidikan juli karena tidak ada bukti palsu sp3d meski,emilia,PER,3735
3468,langsung urus ktpnya dulu saja close air support tapi meminta surat keterangan kehilangan down low ke polisi biasanya repot memang kalau sudah barang penting yang hilang,close air support,ORG,3737
3468,langsung urus ktpnya dulu saja close air support tapi meminta surat keterangan kehilangan down low ke polisi biasanya repot memang kalau sudah barang penting yang hilang,down low,PER,3737
